Gene ID	Gene Name	7 day	8 day	9 day	10 day	11 day	12 day	13 day	14 day	15 day	16 day
AT1G03860	PHB2	70.0	88.0	80.0	77.0	76.0	77.0	73.0	77.0	73.0	56.0
AT1G03870	FLA9	2.0	6.0	6.0	4.0	5.0	4.0	3.0	3.0	1.0	0.7
AT1G03880	CRB			0.2	0.2	0.4	0.3	0.1			
AT1G03890	CRD			0.1		0.1	0.1				
AT1G03900	ATNAP4	62.0	59.0	60.0	54.0	56.0	56.0	56.0	52.0	50.0	50.0
AT1G03905	ABCI19	3.0	1.0	1.0	0.9	0.8	1.0	1.0	1.0	1.0	2.0
AT1G03910	CTN	33.0	31.0	27.0	41.0	22.0	35.0	45.0	39.0	40.0	42.0
AT1G03920	AT1G03920	1.0	1.0	0.4	0.3	0.1	0.1	0.2	0.1	0.1	0.2
AT1G03930	CKL9	7.0	5.0	4.0	7.0	3.0	6.0	7.0	5.0	5.0	10.0
AT1G03935	AT1G03935	0.3	0.2	1.0	0.7	0.7				0.3	1.0
AT1G03940	3AT1	8.0	4.0	4.0	3.0	2.0	3.0	2.0	2.0	1.0	1.0
AT1G03950	VPS2.3	1.0	5.0	4.0	4.0	3.0	2.0	2.0	2.0	3.0	5.0
AT1G03960	B''EPSILON	4.0	4.0	4.0	9.0	4.0	7.0	8.0	6.0	7.0	9.0
AT1G03970	GBF4	5.0	6.0	7.0	10.0	6.0	8.0	9.0	8.0	8.0	9.0
AT1G03980	ATPCS2	5.0	2.0	2.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0
AT1G03990	FAO1	1.0	0.7	0.6	1.0	0.2	1.0	2.0	1.0	1.0	2.0
AT1G03997	AT1G03997				0.1					0.2	
AT1G04000	AT1G04000	17.0	12.0	15.0	12.0	13.0	17.0	16.0	17.0	16.0	13.0
AT1G04007	AT1G04007	0.4	2.0	0.6	2.0	1.0	2.0	3.0	2.0	3.0	6.0
AT1G04010	PSAT	2.0	5.0	4.0	8.0	3.0	6.0	8.0	6.0	6.0	8.0
AT1G04013	AT1G04013	0.2	0.4	0.8	0.2	0.1	0.9	1.0	0.4	0.7	2.0
AT1G04020	ATBARD1	11.0	14.0	14.0	23.0	14.0	19.0	25.0	20.0	19.0	18.0
AT1G04027	AT1G04027	0.2	0.9	0.5	1.0	0.3	1.0	1.0	1.0	0.5	2.0
AT1G04030	AT1G04030	14.0	8.0	8.0	15.0	6.0	12.0	15.0	11.0	15.0	14.0
AT1G04033	AT1G04033	0.2									
AT1G04037	AT1G04037	3.0	3.0	11.0	11.0	9.0	8.0	9.0	6.0	8.0	9.0
AT1G04040	AT1G04040	15.0	15.0	14.0	15.0	21.0	15.0	7.0	5.0	2.0	4.0
AT1G04047	AT1G04047		0.4	0.1	0.6	0.2	0.5	0.4	0.4	0.8	2.0
AT1G04050	SUVR1	8.0	9.0	10.0	17.0	9.0	15.0	18.0	16.0	13.0	14.0
AT1G04053	AT1G04053	0.2		0.1	0.1	0.3		0.1	0.1	0.3	0.1
AT1G04057	AT1G04057									0.1	
AT1G04067	AT1G04067			0.1							
AT1G04070	TOM9-1	53.0	45.0	44.0	37.0	71.0	51.0	46.0	43.0	42.0	34.0
AT1G04073	AT1G04073		0.4	0.5	1.0		0.4	0.2	0.2	0.5	0.5
AT1G04080	PRP39	46.0	46.0	48.0	66.0	42.0	58.0	66.0	63.0	56.0	59.0
AT1G04083	AT1G04083	1.0		0.2	2.0	1.0	0.4	0.3	0.4	0.1	0.5
AT1G04090	AT1G04090	1.0	0.8	0.4	0.6	0.2	0.5	0.7	0.8	0.8	0.4
AT1G04093	AT1G04093	0.3	0.4	0.1	2.0	2.0	0.6	1.0	0.9	1.0	1.0
AT1G04097	AT1G04097				0.2			0.1	0.2	0.2	0.4
AT1G04100	IAA10	0.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
AT1G04110	SBT1.2	0.3	0.4	0.2	0.6	0.3	0.9	1.0	0.9	1.0	1.0
AT1G04117	AT1G04117	1.0	0.1	0.2	0.4		0.2	0.3	0.4	0.2	0.1
AT1G04120	ABCC5	29.0	24.0	24.0	30.0	16.0	24.0	27.0	30.0	27.0	28.0
AT1G04123	AT1G04123								0.2		
AT1G04127	AT1G04127				0.4		0.4	0.2	0.2	0.5	0.6
AT1G04130	TPR2	6.0	9.0	8.0	13.0	9.0	10.0	13.0	12.0	13.0	15.0
AT1G04137	AT1G04137		0.1								
AT1G04140	AT1G04140	29.0	31.0	30.0	34.0	23.0	35.0	40.0	39.0	34.0	38.0
AT1G04150	AT1G04150	4.0	4.0	4.0	7.0	5.0	7.0	7.0	6.0	6.0	6.0
AT1G04153	AT1G04153	0.9	1.0	0.4	1.0	0.1	0.5	0.9	0.8	0.9	1.0
AT1G04157	AT1G04157							0.1			
AT1G04160	XI-B	7.0	4.0	3.0	7.0	2.0	5.0	6.0	6.0	6.0	7.0
AT1G04167	AT1G04167							0.1			0.4
AT1G04170	EIF2 GAMMA	106.0	113.0	111.0	112.0	109.0	113.0	116.0	120.0	101.0	81.0
AT1G04173	AT1G04173		0.3		0.1		0.3	0.2		0.1	0.5
AT1G04177	AT1G04177					0.1			0.2		
AT1G04187	AT1G04187	2.0	1.0	0.8	3.0	3.0	2.0	2.0	0.8	2.0	2.0
AT1G04190	TPR3	69.0	52.0	52.0	76.0	52.0	60.0	65.0	55.0	56.0	51.0
AT1G04193	AT1G04193			0.4	2.0			0.1			0.9
AT1G04197	AT1G04197	3.0		6.0	0.7	0.5	0.2	2.0	0.7	2.0	0.9
AT1G04200	AT1G04200	10.0	9.0	9.0	13.0	7.0	11.0	13.0	12.0	12.0	14.0
AT1G04203	AT1G04203					0.1					
AT1G04207	AT1G04207										0.4
AT1G04210	AT1G04210	21.0	21.0	20.0	33.0	17.0	25.0	30.0	29.0	27.0	26.0
AT1G04217	AT1G04217		4.0	0.5	0.6	2.0	1.0	0.1	0.5	0.7	4.0
AT1G04220	KCS2	0.3	1.0	2.0	1.0	1.0	1.0	1.0	0.9	2.0	2.0
AT1G04223	AT1G04223	0.7	5.0	2.0	1.0	0.2	0.2	2.0	0.4	0.7	2.0
AT1G04230	AT1G04230	12.0	9.0	9.0	13.0	7.0	11.0	14.0	13.0	14.0	17.0
AT1G04237	AT1G04237						0.3			0.1	
AT1G04240	SHY2	4.0	7.0	5.0	4.0	2.0	1.0	1.0	0.7	0.4	0.7
AT1G04247	AT1G04247		0.1	0.2	0.6	0.1	0.3	0.4	0.4	0.6	1.0
AT1G04250	IAA17	9.0	16.0	13.0	7.0	9.0	5.0	4.0	2.0	2.0	2.0
AT1G04260	PRA1D	17.0	22.0	27.0	21.0	26.0	25.0	22.0	21.0	17.0	14.0
AT1G04263	AT1G04263				0.3	0.1	0.1		0.2		
AT1G04267	AT1G04267	1.0	3.0	2.0	7.0	0.7	4.0	5.0	3.0	8.0	9.0
AT1G04270	RPS15A	1321.0	1287.0	1303.0	1091.0	2046.0	1245.0	1140.0	1070.0	1138.0	856.0
AT1G04273	AT1G04273	3.0	2.0	2.0	7.0	25.0	7.0	9.0	5.0	5.0	8.0
AT1G04277	AT1G04277	1.0	15.0	6.0	7.0	6.0	7.0	6.0	3.0	3.0	5.0
AT1G04280	AT1G04280	4.0	7.0	6.0	7.0	5.0	7.0	7.0	7.0	9.0	14.0
AT1G04287	AT1G04287				0.1	0.1		0.1	0.3	0.2	0.1
AT1G04290	AT1G04290	0.8	3.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0
AT1G04297	AT1G04297	0.6	0.4	0.1	0.7	0.5	0.2	0.2	0.5	0.2	0.7
AT1G04300	TRAF1B	10.0	13.0	12.0	18.0	7.0	15.0	20.0	19.0	16.0	21.0
AT1G04303	AT1G04303	8.0	0.9	1.0	0.7	0.2	0.5	0.3	0.5	0.3	0.2
AT1G04310	ERS2	5.0	6.0	9.0	10.0	8.0	10.0	12.0	12.0	9.0	10.0
AT1G04313	AT1G04313							0.1			0.2
AT1G04323	AT1G04323			0.1							0.2
AT1G04330	AT1G04330	4.0	2.0	2.0	1.0	0.4	1.0	0.8	0.7	0.2	0.3
AT1G04340	AT1G04340	53.0	68.0	68.0	64.0	98.0	71.0	61.0	59.0	62.0	50.0
AT1G04347	AT1G04347	1.0	1.0	0.3	2.0	0.3	0.5	2.0	0.4	1.0	2.0
AT1G04350	AT1G04350	0.8	0.6	0.3	0.9	0.3	0.5	0.8	0.6	0.8	1.0
AT1G04353	AT1G04353		0.1		0.1						0.1
AT1G04357	AT1G04357	0.8	0.6	0.5	2.0	1.0	0.7	0.9	0.8	0.3	0.7
AT1G04360	ATL1	1.0	2.0	1.0	2.0	2.0	2.0	2.0	0.9	0.6	0.4
AT1G04380	AT1G04380		0.4	0.2	0.2	0.1	0.2	0.1		0.1	0.1
AT1G04390	AT1G04390	3.0	3.0	3.0	6.0	3.0	4.0	6.0	5.0	6.0	7.0
AT1G04393	AT1G04393			0.3			0.3		0.1		
AT1G04400	CRY2	24.0	27.0	24.0	27.0	27.0	27.0	29.0	33.0	39.0	52.0
AT1G04407	AT1G04407					0.2					
AT1G04410	MDH1	797.0	822.0	872.0	633.0	776.0	723.0	630.0	687.0	692.0	468.0
AT1G04413	AT1G04413	3.0		0.5	0.2	0.1	0.5	0.1	0.1	0.1	0.3
AT1G04417	AT1G04417		0.1		0.3		0.1	0.2	0.3	0.1	0.4
AT1G04420	AT1G04420	15.0	13.0	12.0	11.0	10.0	12.0	11.0	10.0	14.0	19.0
AT1G04423	AT1G04423		0.1			0.1	0.6	1.0	0.2		0.2
AT1G04425	AT1G04425	52.0	30.0	36.0	62.0	46.0	50.0	73.0	46.0	58.0	66.0
AT1G04427	AT1G04427		0.8	0.1				0.1			0.2
AT1G04430	AT1G04430	41.0	42.0	36.0	49.0	34.0	43.0	47.0	47.0	35.0	30.0
AT1G04433	AT1G04433				0.1		0.2	0.1			
AT1G04440	CKL13	13.0	11.0	11.0	16.0	8.0	13.0	15.0	13.0	15.0	18.0
AT1G04445	AT1G04445							0.1			
AT1G04450	RIC3									0.1	0.1
AT1G04455	AT1G04455						0.1	0.5		0.2	
AT1G04467	AT1G04467		0.1		0.1		0.1	0.4	0.2	0.5	1.0
AT1G04470	AT1G04470		0.1	0.3						0.6	0.5
AT1G04473	AT1G04473	1.0	0.4	0.2	2.0	0.9	1.0	1.0	0.5	1.0	3.0
AT1G04477	AT1G04477	0.7	3.0	0.7	3.0	2.0	1.0	4.0	1.0	3.0	3.0
AT1G04480	RPL23A	420.0	455.0	423.0	358.0	543.0	396.0	404.0	398.0	351.0	376.0
AT1G04483	AT1G04483		0.2	0.6							0.8
AT1G04490	AT1G04490		0.1		0.2	0.2	0.1	0.1	0.1	0.1	0.1
AT1G04493	AT1G04493	0.9									0.1
AT1G04510	PRP19A	54.0	56.0	57.0	66.0	57.0	66.0	73.0	74.0	63.0	52.0
AT1G04517	AT1G04517						0.9	0.1			
AT1G04520	CRRSP3	79.0	73.0	83.0	136.0	99.0	128.0	139.0	130.0	110.0	83.0
AT1G04527	AT1G04527					1.0	0.5				
AT1G04530	TPR4	40.0	41.0	44.0	50.0	47.0	53.0	59.0	57.0	68.0	79.0
AT1G04540	AT1G04540	2.0	1.0	1.0	3.0	1.0	2.0	3.0	3.0	3.0	3.0
AT1G04547	AT1G04547		0.2	0.3	0.5		0.3	0.1		1.0	0.3
AT1G04550	IAA12	63.0	44.0	47.0	47.0	48.0	50.0	48.0	46.0	36.0	39.0
AT1G04555	AT1G04555	3.0	4.0	3.0	5.0	3.0	5.0	4.0	4.0	4.0	6.0
AT1G04560	AT1G04560			0.5	0.3	0.3	0.4	0.3	0.2		
AT1G04563	AT1G04563			0.4	0.2		0.3	0.3	0.3		0.5
AT1G04567	AT1G04567		0.4	0.1	0.2	0.1	0.3	0.4	0.3	0.2	0.5
AT1G04570	AT1G04570	0.7	0.6	0.5	0.6	0.7	1.0	1.0	1.0	1.0	1.0
AT1G04577	AT1G04577		0.5	0.9	0.2	0.2	0.1	0.2		0.3	0.6
AT1G04580	AAO4							0.1	0.1	0.1	0.1
AT1G04587	AT1G04587	0.4	0.9	0.4	2.0		0.4	0.9	0.7	1.0	0.4
AT1G04590	AT1G04590	28.0	26.0	26.0	37.0	24.0	32.0	41.0	33.0	42.0	39.0
AT1G04593	AT1G04593						0.2				
AT1G04600	XI-A	0.2	0.7	0.7	1.0	0.4	0.9	1.0	1.0	1.0	1.0
AT1G04610	YUC3	1.0	0.2	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1
AT1G04620	HCAR	16.0	18.0	15.0	21.0	8.0	21.0	20.0	16.0	20.0	26.0
AT1G04630	MEE4	94.0	63.0	71.0	65.0	93.0	73.0	65.0	64.0	65.0	64.0
AT1G04635	EMB1687	19.0	18.0	22.0	18.0	23.0	15.0	16.0	15.0	12.0	9.0
AT1G04640	LIP2	6.0	9.0	8.0	6.0	12.0	9.0	8.0	7.0	7.0	8.0
AT1G04645	SPH5			0.1	0.1	0.1	0.2	0.1	0.7	0.1	0.2
AT1G04650	AT1G04650	4.0	4.0	5.0	8.0	5.0	7.0	7.0	7.0	6.0	5.0
AT1G04657	AT1G04657							0.1			
AT1G04660	AT1G04660		0.1	0.7	0.2	0.2	0.5	0.3	0.1	0.9	2.0
AT1G04670	AT1G04670									0.1	0.1
AT1G04680	AT1G04680	56.0	60.0	62.0	53.0	64.0	64.0	59.0	70.0	45.0	31.0
AT1G04690	KAB1	94.0	96.0	97.0	102.0	111.0	104.0	107.0	105.0	105.0	86.0
AT1G04697	AT1G04697		0.4			0.1	0.2		0.1		0.1
AT1G04700	AT1G04700	0.9	1.0	1.0	1.0	0.9	1.0	2.0	1.0	2.0	2.0
AT1G04710	KAT1	8.0	8.0	9.0	8.0	6.0	9.0	10.0	9.0	13.0	16.0
AT1G04723	AT1G04723			0.2				0.1	0.1	0.2	0.3
AT1G04730	CTF18	7.0	6.0	5.0	10.0	4.0	8.0	11.0	8.0	9.0	10.0
AT1G04737	AT1G04737		0.2				0.2			0.4	
AT1G04750	VAMP721	87.0	88.0	99.0	96.0	115.0	88.0	83.0	81.0	89.0	80.0
AT1G04760	VAMP726	21.0	16.0	15.0	20.0	15.0	18.0	19.0	18.0	17.0	16.0
AT1G04770	AT1G04770	27.0	17.0	15.0	19.0	14.0	19.0	18.0	21.0	19.0	29.0
AT1G04778	AT1G04778	0.1	0.9	1.0	0.2	0.7			0.2		0.1
AT1G04780	AT1G04780	19.0	18.0	16.0	24.0	13.0	22.0	26.0	27.0	27.0	27.0
AT1G04783	AT1G04783				0.1			0.1			
AT1G04790	AT1G04790	15.0	12.0	12.0	17.0	11.0	15.0	18.0	17.0	17.0	20.0
AT1G04793	AT1G04793										0.1
AT1G04797	AT1G04797			0.1	0.2	0.1	0.2	0.2	0.2	0.3	0.5
AT1G04800	AT1G04800	0.3		0.3		0.3	1.0			0.1	0.4
AT1G04807	AT1G04807						0.1				0.1
AT1G04810	RPN2B	27.0	29.0	25.0	31.0	22.0	29.0	32.0	33.0	26.0	22.0
AT1G04817	AT1G04817		0.1		0.8	0.1	0.3		0.2	0.1	0.1
AT1G04820	TUBA4	477.0	471.0	486.0	514.0	586.0	523.0	524.0	524.0	448.0	330.0
AT1G04827	AT1G04827			0.7	0.1	0.4	0.1	0.3		0.4	0.5
AT1G04830	AT1G04830	4.0	5.0	7.0	8.0	6.0	8.0	9.0	7.0	8.0	11.0
AT1G04837	AT1G04837	0.1	0.1			0.6	0.1				
AT1G04840	PCMP-H64	3.0	2.0	1.0	2.0	0.8	2.0	2.0	2.0	2.0	2.0
AT1G04850	AT1G04850	63.0	44.0	45.0	60.0	33.0	52.0	59.0	54.0	60.0	64.0
AT1G04853	AT1G04853		0.5								
AT1G04857	AT1G04857				0.2						
AT1G04860	UBP2	14.0	11.0	10.0	14.0	9.0	11.0	14.0	13.0	11.0	11.0
AT1G04863	AT1G04863								0.1	0.1	
AT1G04870	PRMT10	63.0	59.0	53.0	61.0	54.0	50.0	55.0	45.0	38.0	31.0
AT1G04877	AT1G04877	2.0	2.0	0.3	6.0	2.0	2.0	1.0	0.7	2.0	5.0
AT1G04880	HMGB15	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	3.0
AT1G04883	AT1G04883				0.2						0.3
AT1G04893	AT1G04893	0.5	0.8	2.0	1.0	0.6	1.0	1.0	0.9	0.7	2.0
AT1G04900	AT1G04900	20.0	9.0	10.0	12.0	9.0	11.0	12.0	10.0	12.0	12.0
AT1G04907	AT1G04907			0.1		4.0		0.1		0.3	0.2
AT1G04910	OFUT1	16.0	14.0	16.0	20.0	13.0	16.0	17.0	18.0	16.0	19.0
AT1G04913	AT1G04913	0.2	0.1	0.1	0.3			0.3	0.2		0.2
AT1G04920	SPS3	0.4	0.2				0.1		0.1		0.1
AT1G04927	AT1G04927		0.5	0.2	0.1	0.1	0.2		0.1		0.2
AT1G04930	AT1G04930	4.0	5.0	4.0	6.0	5.0	5.0	6.0	5.0	5.0	5.0
AT1G04940	TIC20-I	3.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0
AT1G04945	AT1G04945	7.0	9.0	7.0	9.0	5.0	8.0	8.0	7.0	7.0	6.0
AT1G04950	TAF6	10.0	11.0	12.0	16.0	13.0	14.0	17.0	15.0	18.0	18.0
AT1G04957	AT1G04957										0.1
AT1G04960	AT1G04960	8.0	8.0	6.0	9.0	8.0	9.0	9.0	7.0	10.0	11.0
AT1G04967	AT1G04967									0.1	0.1
AT1G04970	AT1G04970	3.0	9.0	8.0	9.0	6.0	8.0	8.0	8.0	11.0	14.0
AT1G04973	AT1G04973		0.6	0.1	0.6	0.3	0.3	0.9	2.0	2.0	2.0
AT1G04980	PDIL2-2	29.0	18.0	15.0	17.0	18.0	15.0	12.0	9.0	7.0	4.0
AT1G04985	AT1G04985	8.0	12.0	9.0	12.0	7.0	10.0	12.0	10.0	9.0	14.0
AT1G04990	AT1G04990	7.0	7.0	8.0	10.0	5.0	8.0	10.0	11.0	18.0	20.0
AT1G04993	AT1G04993		0.3								
AT1G05000	AT1G05000	0.7	0.3	0.4	0.3	0.2	0.2	0.2	0.1	0.2	0.1
AT1G05010	ACO4	18.0	12.0	12.0	10.0	12.0	8.0	6.0	4.0	6.0	6.0
AT1G05013	AT1G05013				0.1						
AT1G05017	AT1G05017				0.1		0.1	0.3			0.5
AT1G05020	AP180			0.2		0.1	0.1	0.1	0.2	0.1	0.1
AT1G05023	AT1G05023		2.0		0.6		0.7	0.3		2.0	1.0
AT1G05027	AT1G05027									0.1	
AT1G05030	AT1G05030	3.0	3.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	5.0
AT1G05033	AT1G05033	0.1									0.1
AT1G05035	AT1G05035										0.1
AT1G05043	AT1G05043		0.5	0.3	0.9	0.3	1.0	1.0	0.6	0.3	0.8
AT1G05047	AT1G05047				0.1						
AT1G05055	GTF2H2	13.0	17.0	15.0	17.0	17.0	19.0	18.0	20.0	19.0	19.0
AT1G05057	AT1G05057		2.0	2.0	1.0	8.0	2.0	0.8	0.9		0.1
AT1G05060	AT1G05060	26.0	13.0	13.0	12.0	12.0	12.0	12.0	10.0	9.0	14.0
AT1G05065	CLE20	8.0	3.0	2.0	2.0	4.0	2.0	1.0	1.0	3.0	3.0
AT1G05070	AT1G05070	22.0	18.0	20.0	24.0	15.0	23.0	25.0	20.0	23.0	22.0
AT1G05077	AT1G05077						0.2	0.1	0.1	0.1	0.2
AT1G05083	AT1G05083	0.2	0.1	0.3	0.9			0.2	0.2	0.2	0.2
AT1G05085	AT1G05085		0.2					0.1			
AT1G05087	AT1G05087	0.3	0.8	0.6	0.8	0.1	0.7	1.0	0.5	0.9	1.0
AT1G05090	AT1G05090	0.1	0.1			0.2		0.1	0.1	0.1	0.1
AT1G05097	AT1G05097									0.2	
AT1G05100	MAPKKK18		0.2	0.4	0.5	0.3	0.5	0.8	2.0	1.0	0.6
AT1G05103	AT1G05103					0.5	0.3	0.1	0.2	0.2	0.3
AT1G05107	AT1G05107			0.1	0.1			0.1	0.3	0.1	0.2
AT1G05113	AT1G05113							0.6			
AT1G05120	AT1G05120	11.0	14.0	13.0	20.0	12.0	18.0	22.0	20.0	18.0	22.0
AT1G05123	AT1G05123	0.1	1.0	0.3	0.1	0.1	0.2	0.4		0.2	0.2
AT1G05136	AT1G05136	0.4	1.0	0.5	0.9	2.0	4.0	1.0	1.0	9.0	7.0
AT1G05140	ARASP2	13.0	14.0	17.0	13.0	15.0	15.0	14.0	15.0	23.0	22.0
AT1G05143	AT1G05143	1.0	0.7	0.6	2.0	1.0	1.0	1.0	1.0	1.0	2.0
AT1G05150	AT1G05150	31.0	33.0	31.0	37.0	33.0	39.0	41.0	49.0	42.0	43.0
AT1G05153	AT1G05153	9.0	8.0	21.0	5.0	2.0	2.0	1.0	1.0	1.0	1.0
AT1G05160	KAO1	5.0	4.0	4.0	8.0	2.0	7.0	10.0	7.0	8.0	14.0
AT1G05163	AT1G05163	0.1	0.2	0.1	0.2		0.1	0.2	0.1	0.4	0.3
AT1G05170	B3GALT2	0.7	1.0	2.0	1.0	1.0	1.0	1.0	0.7	3.0	5.0
AT1G05173	AT1G05173		0.6				0.1			0.1	
AT1G05180	AXR1	15.0	26.0	26.0	33.0	26.0	29.0	32.0	32.0	32.0	30.0
AT1G05190	RPL6	226.0	175.0	169.0	130.0	193.0	178.0	128.0	132.0	197.0	209.0
AT1G05200	GLR3.4	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0
AT1G05203	AT1G05203			0.1	0.1		0.1		0.1	0.2	0.2
AT1G05205	AT1G05205	44.0	51.0	56.0	40.0	54.0	46.0	42.0	43.0	46.0	47.0
AT1G05207	AT1G05207	2.0	3.0	7.0	7.0	4.0	2.0	4.0	2.0	1.0	4.0
AT1G05210	AT1G05210	40.0	22.0	24.0	20.0	35.0	25.0	22.0	22.0	24.0	23.0
AT1G05213	AT1G05213		0.4	0.1	0.3		0.2	0.3	0.2	0.2	0.3
AT1G05220	AT1G05220	0.5	2.0	0.6	0.7	4.0	1.0	0.9	0.8	0.7	0.7
AT1G05227	AT1G05227				0.1			0.1		0.1	0.1
AT1G05230	HDG2	3.0	4.0	4.0	6.0	4.0	4.0	4.0	4.0	5.0	7.0
AT1G05240	PER2							0.1			
AT1G05260	PER3	1.0	3.0	3.0	0.4	2.0	0.7	0.5	0.4	0.3	0.4
AT1G05270	AT1G05270	10.0	12.0	10.0	14.0	8.0	10.0	13.0	11.0	12.0	13.0
AT1G05277	AT1G05277	0.1	0.7	1.0	2.0		1.0	2.0	1.0	2.0	3.0
AT1G05287	AT1G05287						0.1				
AT1G05291	AT1G05291					0.1				0.1	
AT1G05293	AT1G05293				0.5		0.5	0.7			0.3
AT1G05297	AT1G05297	2.0	1.0	2.0	4.0	1.0	3.0	4.0	3.0	4.0	5.0
AT1G05300	ZIP5	9.0	8.0	7.0	6.0	6.0	5.0	2.0	0.4		0.2
AT1G05310	PME8	3.0	3.0	2.0	0.4	0.2	0.4	0.2	0.1		0.1
AT1G05317	AT1G05317				0.6		0.1			0.4	0.3
AT1G05320	AT1G05320	9.0	9.0	8.0	11.0	5.0	8.0	9.0	7.0	9.0	9.0
AT1G05330	AT1G05330		2.0	0.2	0.6	0.6	0.6	0.6	0.4	0.1	
AT1G05340	AT1G05340	1.0	0.5	0.3	0.9	0.9	0.4	0.3	0.2	0.2	0.2
AT1G05343	AT1G05343		0.2						0.1		0.4
AT1G05350	AT1G05350	23.0	19.0	19.0	22.0	15.0	19.0	22.0	20.0	22.0	22.0
AT1G05360	KMS2	16.0	9.0	8.0	12.0	6.0	9.0	11.0	8.0	9.0	12.0
AT1G05363	AT1G05363				0.4			0.1			0.1
AT1G05367	AT1G05367				0.1			0.2			0.5
AT1G05370	AT1G05370	3.0	5.0	5.0	11.0	8.0	13.0	13.0	17.0	8.0	4.0
AT1G05377	AT1G05377		0.2			0.1					
AT1G05380	AT1G05380	10.0	12.0	13.0	16.0	9.0	16.0	17.0	20.0	18.0	18.0
AT1G05385	PSB27-2	9.0	8.0	8.0	5.0	5.0	6.0	4.0	5.0	9.0	12.0
AT1G05397	AT1G05397		0.2	0.1	0.1		0.1				
AT1G05400	AT1G05400	0.5	1.0	0.7	1.0	0.1	0.3	0.4	0.6	0.2	0.6
AT1G05410	AT1G05410	19.0	15.0	14.0	18.0	14.0	16.0	18.0	14.0	15.0	17.0
AT1G05420	ATOFP12	0.6	3.0	3.0	2.0	2.0	2.0	3.0	3.0	5.0	7.0
AT1G05430	AT1G05430	23.0	28.0	30.0	33.0	32.0	30.0	31.0	32.0	32.0	33.0
AT1G05440	AT1G05440	16.0	19.0	17.0	22.0	21.0	23.0	23.0	25.0	22.0	18.0
AT1G05443	AT1G05443		0.4	0.4	0.3	0.5	0.3	0.5	0.3	0.4	0.3
AT1G05450	AT1G05450	0.1	0.1			0.1			0.2	0.1	
AT1G05460	SDE3	11.0	13.0	13.0	15.0	12.0	17.0	18.0	20.0	16.0	16.0
AT1G05463	AT1G05463	0.1	0.1	0.2	0.4		0.8	0.7	0.6	0.9	1.0
AT1G05467	AT1G05467	3.0	3.0	3.0	5.0	0.5	4.0	5.0	4.0	5.0	10.0
AT1G05470	IP5P6	20.0	15.0	14.0	25.0	11.0	19.0	25.0	18.0	15.0	17.0
AT1G05490	CLSY3	4.0	4.0	5.0	9.0	7.0	9.0	8.0	7.0	5.0	4.0
AT1G05493	AT1G05493		0.9		0.1	0.8					0.1
AT1G05500	SYT5	39.0	28.0	30.0	31.0	33.0	32.0	31.0	28.0	28.0	27.0
AT1G05510	OBAP1A			0.2		0.2	0.2	0.1			
AT1G05517	AT1G05517		2.0	0.3	1.0	0.3	0.5	1.0	0.9	0.6	0.5
AT1G05520	AT1G05520	22.0	27.0	25.0	31.0	23.0	29.0	31.0	31.0	23.0	22.0
AT1G05527	AT1G05527								0.1		
AT1G05533	AT1G05533				0.3					0.2	0.1
AT1G05540	AT1G05540	0.2	0.2	0.3	0.2	0.1	0.3	0.2	0.2	1.0	2.0
AT1G05543	AT1G05543					0.2					
AT1G05547	AT1G05547							0.1			
AT1G05550	AT1G05550	0.3	0.1	0.1	0.1	0.1			0.1	0.1	0.2
AT1G05557	AT1G05557	0.2	0.2			0.4	0.1	0.1	0.3	0.2	0.2
AT1G05570	CALS1	13.0	13.0	13.0	16.0	10.0	15.0	16.0	16.0	13.0	15.0
AT1G05575	AT1G05575	0.1		0.1	0.1	1.0	0.1	0.1	0.2	0.4	0.4
AT1G05577	AT1G05577		0.1								
AT1G05580	CHX23									0.8	0.4
AT1G05590	HEXO2	16.0	17.0	13.0	15.0	14.0	15.0	16.0	15.0	13.0	13.0
AT1G05600	AT1G05600	3.0	6.0	6.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0
AT1G05610	APS2	0.2	0.8	0.5	0.7	0.1	0.7	0.6	0.5	0.3	0.3
AT1G05615	AT1G05615							0.1			
AT1G05620	URH2	12.0	13.0	14.0	16.0	11.0	15.0	17.0	20.0	23.0	30.0
AT1G05630	AT5PTASE13	8.0	5.0	5.0	9.0	4.0	8.0	10.0	9.0	9.0	11.0
AT1G05633	AT1G05633			0.1							
AT1G05640	AT1G05640	6.0	7.0	7.0	9.0	7.0	8.0	8.0	9.0	7.0	7.0
AT1G05647	AT1G05647		0.3							0.1	0.1
AT1G05670	AT1G05670	3.0	2.0	2.0	4.0	2.0	3.0	5.0	3.0	4.0	5.0
AT1G05675	UGT74E1			0.1	0.1						
AT1G05680	UGT74E2					0.1				0.1	0.1
AT1G05687	AT1G05687	0.2	0.8	0.9	2.0	0.8	1.0	2.0	1.0	2.0	4.0
